"avg_order_value","customer_zip_code_prefix","customer_city","customer_state"
"330.1780000000000000",55192,"santa cruz do capibaribe","PE"
"88.3052941176470588",1229,"sao paulo","SP"
"29.9900000000000000",36135,"santa rita de jacutinga","MG"
"136.2900000000000000",13970,"itapira","SP"
"239.9000000000000000",5759,"sao paulo","SP"
"34.3633333333333333",54771,"camaragibe","PE"
"359.6300000000000000",2307,"sao paulo","SP"
"217.9450000000000000",3989,"sao paulo","SP"
"92.5060000000000000",19912,"ourinhos","SP"
"66.0766666666666667",2808,"sao paulo","SP"
"101.9500000000000000",4066,"sao paulo","SP"
"112.2285714285714286",32641,"betim","MG"
"142.8891666666666667",27542,"resende","RJ"
"214.4000000000000000",4724,"sao paulo","SP"
"28.9000000000000000",19085,"presidente prudente","SP"
"146.2250000000000000",25545,"sao joao de meriti","RJ"
"159.6633333333333333",25212,"duque de caxias","RJ"
"71.2125000000000000",3366,"sao paulo","SP"
"111.7360000000000000",29650,"santa teresa","ES"
"166.2966666666666667",3731,"sao paulo","SP"
"84.9900000000000000",85635,"nova esperanca do sudoeste","PR"
"77.1375000000000000",35120,"itanhomi","MG"
"327.0000000000000000",38071,"uberaba","MG"
"252.2025000000000000",2564,"sao paulo","SP"
"64.6283333333333333",5223,"sao paulo","SP"
"28.4900000000000000",4246,"sao paulo","SP"
"145.8071428571428571",3336,"sao paulo","SP"
"114.8125000000000000",89703,"concordia","SC"
"241.7233333333333333",67113,"ananindeua","PA"
"109.8807500000000000",37410,"tres coracoes","MG"
"87.0000000000000000",35063,"governador valadares","MG"
"166.3333333333333333",89117,"gaspar","SC"
"191.4982352941176471",15084,"sao jose do rio preto","SP"
"117.4000000000000000",39495,"montalvania","MG"
"65.6250000000000000",95995,"arvorezinha","RS"
"235.9000000000000000",45177,"caraibas","BA"
"122.9450000000000000",78745,"rondonopolis","MT"
"194.8862500000000000",33943,"ribeirao das neves","MG"
"167.9666666666666667",2920,"sao paulo","SP"
"223.6320000000000000",7053,"guarulhos","SP"
"99.0216666666666667",4717,"sao paulo","SP"
"133.2933333333333333",1132,"sao paulo","SP"
"129.4175000000000000",3264,"sao paulo","SP"
"57.9000000000000000",5776,"sao paulo","SP"
"69.9000000000000000",28545,"macuco","RJ"
"135.9000000000000000",3474,"sao paulo","SP"
"54.9450000000000000",97610,"sao francisco de assis","RS"
"81.4950000000000000",42711,"lauro de freitas","BA"
"143.8000000000000000",33172,"santa luzia","MG"
"185.1557142857142857",8370,"sao paulo","SP"
"135.2000000000000000",83705,"araucaria","PR"
"95.9956521739130435",5410,"sao paulo","SP"
"153.9950000000000000",59052,"natal","RN"
"59.9000000000000000",58397,"areia","PB"
"156.9900000000000000",37570,"ouro fino","MG"
"109.9000000000000000",72543,"brasilia","DF"
"121.8517142857142857",93700,"campo bom","RS"
"25.4500000000000000",2914,"sao paulo","SP"
"186.6070000000000000",20710,"rio de janeiro","RJ"
"87.3000000000000000",94440,"viamao","RS"
"214.8500000000000000",42835,"arembepe","BA"
"89.8885714285714286",2927,"sao paulo","SP"
"73.7433333333333333",25255,"duque de caxias","RJ"
"54.9900000000000000",18580,"pereiras","SP"
"124.4823076923076923",39390,"bocaiuva","MG"
"56.1950000000000000",3827,"sao paulo","SP"
"95.1203571428571429",13010,"campinas","SP"
"115.3600000000000000",5618,"sao paulo","SP"
"66.9900000000000000",70712,"brasilia","DF"
"169.9950000000000000",95915,"santa clara do sul","RS"
"214.0990909090909091",40415,"salvador","BA"
"38.9900000000000000",78290,"figueiropolis d'oeste","MT"
"146.7413333333333333",74210,"goiania","GO"
"144.1587500000000000",4368,"sao paulo","SP"
"124.0780000000000000",35195,"belo oriente","MG"
"104.4000000000000000",39210,"santo hipolito","MG"
"176.6400000000000000",2992,"sao paulo","SP"
"127.0000000000000000",21721,"rio de janeiro","RJ"
"100.9900000000000000",58056,"joao pessoa","PB"
"57.9000000000000000",86385,"barra do jacare","PR"
"31.2000000000000000",79821,"dourados","MS"
"954.6333333333333333",24716,"sao goncalo","RJ"
"79.6542105263157895",13710,"tambau","SP"
"112.9000000000000000",74053,"goiania","GO"
"138.9563636363636364",87015,"maringa","PR"
"95.9675000000000000",71990,"brasilia","DF"
"176.0133333333333333",53437,"paulista","PE"
"79.4340000000000000",4508,"sao paulo","SP"
"154.7728571428571429",3164,"sao paulo","SP"
"119.6450000000000000",16207,"birigui","SP"
"92.9000000000000000",5307,"sao paulo","SP"
"72.2470000000000000",30672,"belo horizonte","MG"
"59.0000000000000000",17905,"jamaica","SP"
"18.9500000000000000",5789,"sao paulo","SP"
"77.9500000000000000",62140,"massape","CE"
"123.1718421052631579",35600,"bom despacho","MG"
"237.9950000000000000",2190,"sao paulo","SP"
"52.4450000000000000",17740,"rinopolis","SP"
"269.2666666666666667",64900,"bom jesus","PI"
"235.9000000000000000",39837,"jampruca","MG"
"39.9900000000000000",59184,"vera cruz","RN"
"260.5166666666666667",56312,"petrolina","PE"
"17.4600000000000000",89518,"macieira","SC"
"395.3325000000000000",3929,"sao paulo","SP"
"94.9000000000000000",95013,"caxias do sul","RS"
"121.0000000000000000",26325,"queimados","RJ"
"47.3380000000000000",9691,"sao bernardo do campo","SP"
"169.1600000000000000",17606,"tupa","SP"
"119.1000000000000000",27215,"volta redonda","RJ"
"95.8888888888888889",13300,"itu","SP"
"202.3940000000000000",6075,"osasco","SP"
"414.4950000000000000",38690,"formoso","MG"
"122.7650000000000000",20250,"rio de janeiro","RJ"
"71.8760000000000000",85806,"cascavel","PR"
"69.9000000000000000",9424,"ribeirao pires","SP"
"69.6080000000000000",3313,"sao paulo","SP"
"113.7657142857142857",60040,"fortaleza","CE"
"77.2100000000000000",18970,"chavantes","SP"
"144.9700000000000000",59150,"parnamirim","RN"
"138.0900000000000000",13224,"varzea paulista","SP"
"188.9811111111111111",69915,"rio branco","AC"
"355.7225000000000000",58416,"campina grande","PB"
"126.6558333333333333",88130,"palhoca","SC"
"96.4114285714285714",74840,"goiania","GO"
"162.1975000000000000",89257,"jaragua do sul","SC"
"151.3103703703703704",1423,"sao paulo","SP"
"64.7833333333333333",29192,"aracruz","ES"
"117.9128571428571429",87400,"cruzeiro do oeste","PR"
"300.8670000000000000",86080,"londrina","PR"
"49.0000000000000000",7749,"caieiras","SP"
"96.7568421052631579",5083,"sao paulo","SP"
"152.2250000000000000",37135,"alfenas","MG"
"65.9000000000000000",34700,"sabara","MG"
"106.7971428571428571",6162,"osasco","SP"
"108.1571428571428571",8265,"sao paulo","SP"
"80.2966666666666667",65053,"sao luis","MA"
"136.7112500000000000",39660,"turmalina","MG"
"179.5000000000000000",41386,"salvador","BA"
"162.2000000000000000",91770,"porto alegre","RS"
"99.7200000000000000",85930,"nova santa rosa","PR"
"145.8712500000000000",31160,"belo horizonte","MG"
"196.1450000000000000",25610,"petropolis","RJ"
"91.1588888888888889",28994,"saquarema","RJ"
"131.4907142857142857",35057,"governador valadares","MG"
"105.3120000000000000",36052,"juiz de fora","MG"
"158.4316666666666667",25995,"teresopolis","RJ"
"108.6666666666666667",72622,"brasilia","DF"
"111.6537500000000000",17700,"osvaldo cruz","SP"
"129.7000000000000000",97770,"nova esperanca do sul","RS"
"333.3560000000000000",23012,"rio de janeiro","RJ"
"154.0877142857142857",17800,"adamantina","SP"
"83.7400000000000000",31650,"belo horizonte","MG"
"150.5683333333333333",88359,"brusque","SC"
"74.8523076923076923",28022,"campos dos goytacazes","RJ"
"123.8900000000000000",72302,"brasilia","DF"
"29.9400000000000000",17720,"salmourao","SP"
"230.0000000000000000",39516,"mamonas","MG"
"124.7828571428571429",18086,"sorocaba","SP"
"86.8900000000000000",34585,"sabara","MG"
"123.1135000000000000",7791,"cajamar","SP"
"197.9060000000000000",12062,"taubate","SP"
"92.9900000000000000",40342,"salvador","BA"
"50.5714285714285714",75250,"senador canedo","GO"
"34.9900000000000000",2930,"sao paulo","SP"
"139.8025000000000000",11030,"santos","SP"
"150.5200000000000000",11609,"sao sebastiao","SP"
"131.5807692307692308",47640,"santa maria da vitoria","BA"
"133.3500000000000000",39243,"inimutaba","MG"
"108.9475000000000000",4575,"sao paulo","SP"
"123.2225000000000000",3138,"sao paulo","SP"
"71.4500000000000000",13530,"itirapina","SP"
"84.2933333333333333",3623,"sao paulo","SP"
"97.6950000000000000",2259,"sao paulo","SP"
"35.2414285714285714",15807,"catanduva","SP"
"99.0000000000000000",44670,"anguera","BA"
"88.7636363636363636",21625,"rio de janeiro","RJ"
"94.1433333333333333",2043,"sao paulo","SP"
"60.7200000000000000",68450,"moju","PA"
"170.6220000000000000",4816,"sao paulo","SP"
"78.8304545454545455",12942,"atibaia","SP"
"218.2266666666666667",40210,"salvador","BA"
"38.9000000000000000",96208,"rio grande","RS"
"171.5412500000000000",6550,"pirapora do bom jesus","SP"
"93.6925000000000000",2035,"sao paulo","SP"
"135.8412500000000000",6065,"osasco","SP"
"49.3000000000000000",78663,"sao jose do xingu","MT"
"330.0000000000000000",4627,"sao paulo","SP"
"68.2225000000000000",48850,"itiuba","BA"
"349.9000000000000000",98335,"boa vista das missoes","RS"
"54.9450000000000000",5087,"sao paulo","SP"
"53.2500000000000000",85604,"francisco beltrao","PR"
"169.9900000000000000",38665,"serra bonita","MG"
"137.8350000000000000",89620,"campos novos","SC"
"20.0000000000000000",77570,"pium","TO"
"132.4557142857142857",36772,"cataguases","MG"
"92.6709090909090909",72135,"brasilia","DF"
"79.9900000000000000",87205,"cianorte","PR"
"42.9450000000000000",37948,"bom jesus da penha","MG"
"135.9807692307692308",26013,"nova iguacu","RJ"
"59.0000000000000000",2985,"sao paulo","SP"
"346.3185714285714286",59025,"natal","RN"
"119.7380000000000000",29142,"cariacica","ES"
"84.9250000000000000",19350,"emilianopolis","SP"
"152.9633333333333333",74580,"goiania","GO"
"44.9662500000000000",4330,"sao paulo","SP"
"216.7683333333333333",13760,"tapiratiba","SP"
"217.7400000000000000",4624,"sao paulo","SP"
"139.1942857142857143",5434,"sao paulo","SP"
"129.5000000000000000",3441,"sao paulo","SP"
"82.2760000000000000",99870,"sao jose do ouro","RS"
"104.6333333333333333",93425,"novo hamburgo","RS"
"64.6492307692307692",39205,"tres marias","MG"
"61.2000000000000000",59655,"areia branca","RN"
"58.6233333333333333",4549,"sao paulo","SP"
"90.2766666666666667",5049,"sao paulo","SP"
"101.9580000000000000",2514,"sao paulo","SP"
"49.9000000000000000",88420,"agrolandia","SC"
"157.0853333333333333",78556,"sinop","MT"
"95.1452631578947368",30882,"belo horizonte","MG"
"121.1650666666666667",7600,"mairipora","SP"
"123.7000000000000000",2215,"sao paulo","SP"
"97.9000000000000000",14550,"aramina","SP"
"59.8000000000000000",38130,"campo florido","MG"
"141.4000000000000000",26256,"nova iguacu","RJ"
"109.2333333333333333",85303,"laranjeiras do sul","PR"
"170.7666666666666667",69035,"manaus","AM"
"92.8414285714285714",91430,"porto alegre","RS"
"280.8575000000000000",56200,"ouricuri","PE"
"90.4100000000000000",96190,"dom feliciano","RS"
"105.0366666666666667",4078,"sao paulo","SP"
"77.9000000000000000",35311,"sapucaia","MG"
"77.9900000000000000",36670,"santo antonio do aventureiro","MG"
"154.8760000000000000",91540,"porto alegre","RS"
"73.1058333333333333",29045,"vitoria","ES"
"230.8166666666666667",96360,"pedro osorio","RS"
"97.1388888888888889",95690,"rolante","RS"
"87.9500000000000000",1255,"sao paulo","SP"
"147.2457142857142857",4107,"sao paulo","SP"
"192.7650000000000000",72146,"brasilia","DF"
"165.5975000000000000",32044,"contagem","MG"
"39.9000000000000000",2559,"sao paulo","SP"
"483.2666666666666667",69903,"rio branco","AC"
"200.0000000000000000",74673,"goiania","GO"
"177.4075000000000000",70767,"brasilia","DF"
"118.8750000000000000",57014,"maceio","AL"
"79.9000000000000000",72325,"brasilia","DF"
"449.9333333333333333",59092,"natal","RN"
"380.6375000000000000",70160,"brasilia","DF"
"93.4270000000000000",13013,"campinas","SP"
"27.4500000000000000",89084,"indaial","SC"
"64.9333333333333333",2831,"sao paulo","SP"
"162.1452631578947368",14091,"ribeirao preto","SP"
"103.9603125000000000",6663,"itapevi","SP"
"68.7800000000000000",74170,"goiania","GO"
"204.0000000000000000",4884,"sao paulo","SP"
"242.3304545454545455",22730,"rio de janeiro","RJ"
"106.9316666666666667",88809,"criciuma","SC"
"73.9500000000000000",75131,"anapolis","GO"
"81.8712500000000000",47690,"coribe","BA"
"101.3914285714285714",18277,"tatui","SP"
"91.1150000000000000",58053,"joao pessoa","PB"
"40.8000000000000000",59160,"parnamirim","RN"
"29.9900000000000000",52191,"recife","PE"
"274.9750000000000000",13341,"indaiatuba","SP"
"129.0000000000000000",4067,"sao paulo","SP"
"85.1400000000000000",95042,"caxias do sul","RS"
"495.0000000000000000",47590,"ipupiara","BA"
"90.4450000000000000",28013,"campos dos goytacazes","RJ"
"39.9000000000000000",75708,"catalao","GO"
"209.8423076923076923",95625,"imbe","RS"
"98.1585714285714286",8120,"sao paulo","SP"
"259.9000000000000000",5550,"sao paulo","SP"
"62.8400000000000000",73251,"brasilia","DF"
"427.0000000000000000",55435,"sao joao","PE"
"137.7215384615384615",25635,"petropolis","RJ"
"84.1500000000000000",16304,"penapolis","SP"
"249.0783333333333333",77480,"alvorada","TO"
"171.5730000000000000",1243,"sao paulo","SP"
"34.8900000000000000",38439,"martinesia","MG"
"99.7771428571428571",85615,"marmeleiro","PR"
"108.3685714285714286",9810,"sao bernardo do campo","SP"
"84.4000000000000000",53401,"paulista","PE"
"121.9180000000000000",94190,"gravatai","RS"
"166.9544444444444444",24722,"sao goncalo","RJ"
"48.9950000000000000",60873,"fortaleza","CE"
"93.7784615384615385",4001,"sao paulo","SP"
"78.6333333333333333",3509,"sao paulo","SP"
"163.7940000000000000",21825,"rio de janeiro","RJ"
"90.3600000000000000",17509,"marilia","SP"
"82.3187500000000000",85906,"toledo","PR"
"116.4500000000000000",12032,"taubate","SP"
"136.3657142857142857",35560,"santo antonio do monte","MG"
"59.9950000000000000",39475,"sao joao das missoes","MG"
"70.2600000000000000",4939,"sao paulo","SP"
"147.8300000000000000",12041,"taubate","SP"
"88.9500000000000000",6868,"itapecerica da serra","SP"
"122.7195238095238095",2611,"sao paulo","SP"
"255.1972727272727273",95960,"encantado","RS"
"76.2500000000000000",3663,"sao paulo","SP"
"113.8621428571428571",70658,"brasilia","DF"
"338.5642857142857143",12914,"braganca paulista","SP"
"562.0360000000000000",23954,"angra dos reis","RJ"
"176.4775000000000000",45445,"camamu","BA"
"70.7340000000000000",18890,"taguai","SP"
"90.8500000000000000",32684,"betim","MG"
"29.9800000000000000",61940,"maranguape","CE"
"261.7975000000000000",23033,"rio de janeiro","RJ"
"98.4120000000000000",2512,"sao paulo","SP"
"75.7000000000000000",3135,"sao paulo","SP"
"49.9550000000000000",15470,"palestina","SP"
"141.4975000000000000",71676,"brasilia","DF"
"74.6814285714285714",74730,"goiania","GO"
"276.4066666666666667",4708,"sao paulo","SP"
"194.8980000000000000",69025,"manaus","AM"
"49.9000000000000000",65540,"santa quiteria do maranhao","MA"
"385.0000000000000000",68980,"oiapoque","AP"
"223.8114285714285714",8744,"mogi das cruzes","SP"
"69.9450000000000000",25264,"duque de caxias","RJ"
"46.4300000000000000",55036,"caruaru","PE"
"85.8620000000000000",20756,"rio de janeiro","RJ"
"182.6580000000000000",88540,"otacilio costa","SC"
"390.0000000000000000",62021,"sobral","CE"
"28.9500000000000000",24859,"itaborai","RJ"
"19.9000000000000000",7430,"aruja","SP"
"713.6000000000000000",88339,"balneario camboriu","SC"
"112.3538461538461538",89012,"blumenau","SC"
"124.1227272727272727",21810,"rio de janeiro","RJ"
"48.2333333333333333",18043,"sorocaba","SP"
"89.2875000000000000",70772,"brasilia","DF"
"163.8450000000000000",35300,"caratinga","MG"
"427.3000000000000000",12421,"pindamonhangaba","SP"
"82.6592307692307692",6230,"osasco","SP"
"83.6950000000000000",14702,"bebedouro","SP"
"291.7358333333333333",75200,"pires do rio","GO"
"173.7240000000000000",4152,"sao paulo","SP"
"153.1600000000000000",60730,"fortaleza","CE"
"85.9900000000000000",65360,"moncao","MA"
"52.0750000000000000",11707,"praia grande","SP"
"414.4950000000000000",55530,"gameleira","PE"
"109.9500000000000000",57860,"sao jose da laje","AL"
"77.4000000000000000",13386,"nova odessa","SP"
"169.4950000000000000",59290,"sao goncalo do amarante","RN"
"90.6725000000000000",4457,"sao paulo","SP"
"135.4211111111111111",7120,"guarulhos","SP"
"150.2440000000000000",85010,"guarapuava","PR"
"286.0550000000000000",4693,"sao paulo","SP"
"19.5000000000000000",89880,"caxambu do sul","SC"
"196.5310000000000000",64052,"teresina","PI"
"90.9500000000000000",88295,"botuvera","SC"
"141.9552941176470588",88085,"florianopolis","SC"
"149.6685714285714286",5542,"sao paulo","SP"
"149.9900000000000000",78613,"ribeiraozinho","MT"
"54.9900000000000000",64079,"teresina","PI"
"131.1083333333333333",84570,"mallet","PR"
"115.4663157894736842",5727,"sao paulo","SP"
"219.4500000000000000",84263,"telemaco borba","PR"
"49.9000000000000000",57670,"maribondo","AL"
"27.9900000000000000",29660,"sao joao de petropolis","ES"
"76.0490476190476190",9550,"sao caetano do sul","SP"
"81.6600000000000000",11525,"cubatao","SP"
"139.7520000000000000",4536,"sao paulo","SP"
"225.9500000000000000",48415,"fatima","BA"
"271.3700000000000000",2276,"sao paulo","SP"
"125.0300000000000000",7023,"guarulhos","SP"
"94.0616666666666667",12323,"jacarei","SP"
"136.0983870967741935",86050,"londrina","PR"
"43.4450000000000000",6320,"carapicuiba","SP"
"143.6900000000000000",13803,"mogi mirim","SP"
"47.8850000000000000",17024,"bauru","SP"
"256.6890000000000000",59020,"natal","RN"
"171.7400000000000000",74946,"aparecida de goiania","GO"
"181.0100000000000000",11473,"guaruja","SP"
"30.0000000000000000",4411,"sao paulo","SP"
"100.4600000000000000",5856,"sao paulo","SP"
"75.6000000000000000",25580,"sao joao de meriti","RJ"
"98.4316666666666667",26564,"mesquita","RJ"
"16.9000000000000000",70722,"brasilia","DF"
"34.9900000000000000",75145,"anapolis","GO"
"59.2833333333333333",65064,"sao luis","MA"
"58.3300000000000000",26084,"nova iguacu","RJ"
"39.9000000000000000",8747,"mogi das cruzes","SP"
"149.9300000000000000",7263,"guarulhos","SP"
"118.2333333333333333",95914,"lajeado","RS"
"89.5080000000000000",60841,"fortaleza","CE"
"118.3333333333333333",59070,"natal","RN"
"163.7500000000000000",46900,"seabra","BA"
"205.9366666666666667",32623,"betim","MG"
"66.7100000000000000",1248,"sao paulo","SP"
"135.2826666666666667",17890,"junqueiropolis","SP"
"168.7375000000000000",89198,"rio do campo","SC"
"151.7900000000000000",65515,"buriti","MA"
"109.9000000000000000",2750,"sao paulo","SP"
"107.3100000000000000",15950,"santa adelia","SP"
"98.5580000000000000",18210,"itapetininga","SP"
"507.8725000000000000",14610,"ipua","SP"
"117.6333333333333333",63765,"sucesso","CE"
"49.0000000000000000",55578,"tamandare","PE"
"59.9000000000000000",70374,"brasilia","DF"
"177.8128571428571429",76410,"campinorte","GO"
"128.6910526315789474",13255,"itatiba","SP"
"104.2300000000000000",46875,"itatim","BA"
"138.2342857142857143",4348,"sao paulo","SP"
"88.7325000000000000",63030,"juazeiro do norte","CE"
"83.4500000000000000",35595,"luz","MG"
"196.8550000000000000",60541,"fortaleza","CE"
"90.0700000000000000",12307,"jacarei","SP"
"284.9000000000000000",74495,"goiania","GO"
"13.9300000000000000",75135,"anapolis","GO"
"135.9666666666666667",93320,"novo hamburgo","RS"
"130.3000000000000000",2436,"sao paulo","SP"
"71.2615384615384615",12308,"jacarei","SP"
"52.3900000000000000",84172,"castro","PR"
"263.9237500000000000",31573,"belo horizonte","MG"
"71.6725000000000000",9688,"sao bernardo do campo","SP"
"15.0000000000000000",1208,"sao paulo","SP"
"136.5947368421052632",18200,"itapetininga","SP"
"55.1033333333333333",48895,"sao domingos","BA"
"19.9900000000000000",96209,"rio grande","RS"
"140.8314285714285714",45600,"itabuna","BA"
"12.9800000000000000",2539,"sao paulo","SP"
"49.9000000000000000",53610,"igarassu","PE"
"72.9900000000000000",35565,"pedra do indaia","MG"
"65.9500000000000000",79902,"ponta pora","MS"
"185.1631034482758621",13416,"piracicaba","SP"
"154.4500000000000000",59149,"parnamirim","RN"
"142.1335294117647059",8061,"sao paulo","SP"
"73.2666666666666667",18405,"itapeva","SP"
"104.8291304347826087",29163,"serra","ES"
"380.9650000000000000",60310,"fortaleza","CE"
"99.7283333333333333",29072,"vitoria","ES"
"324.0760000000000000",15092,"sao jose do rio preto","SP"
"308.1250000000000000",64046,"teresina","PI"
"127.9950000000000000",4439,"sao paulo","SP"
"333.2400000000000000",3360,"sao paulo","SP"
"49.4900000000000000",83843,"doce grande","PR"
"66.5950000000000000",95172,"farroupilha","RS"
"184.4509523809523810",17012,"bauru","SP"
"129.8000000000000000",79841,"dourados","MS"
"60.5000000000000000",14725,"taiacu","SP"
"286.2354545454545455",23032,"rio de janeiro","RJ"
"99.2000000000000000",72500,"brasilia","DF"
"65.6000000000000000",39472,"capitao eneas","MG"
"134.2316666666666667",4273,"sao paulo","SP"
"144.8975000000000000",58057,"joao pessoa","PB"
"18.2000000000000000",78056,"cuiaba","MT"
"29.6650000000000000",2968,"sao paulo","SP"
"128.2800000000000000",9170,"santo andre","SP"
"69.5000000000000000",33020,"santa luzia","MG"
"243.0000000000000000",99360,"barros cassal","RS"
"1300.0000000000000000",35447,"barra longa","MG"
"75.6283333333333333",99840,"sananduva","RS"
"219.4050000000000000",2725,"sao paulo","SP"
"132.1828571428571429",3337,"sao paulo","SP"
"90.3550000000000000",65590,"barreirinhas","MA"
"94.8900000000000000",71880,"brasilia","DF"
"104.2666666666666667",52121,"recife","PE"
"88.4900000000000000",2872,"sao paulo","SP"
"195.9620000000000000",44190,"santo estevao","BA"
"567.9950000000000000",42841,"catu de abrantes","BA"
"62.6171428571428571",97501,"uruguaiana","RS"
"123.9800000000000000",39500,"monte azul","MG"
"33.8000000000000000",98850,"vitoria das missoes","RS"
"232.0000000000000000",79320,"corumba","MS"
"562.9666666666666667",79603,"tres lagoas","MS"
"134.9250000000000000",88505,"lages","SC"
"132.1333333333333333",15077,"sao jose do rio preto","SP"
"85.9450000000000000",3576,"sao paulo","SP"
"170.6200000000000000",62580,"acarau","CE"
"124.7000000000000000",74853,"goiania","GO"
"217.7600000000000000",45350,"itirucu","BA"
"279.3380000000000000",18274,"tatui","SP"
"72.4400000000000000",3512,"sao paulo","SP"
"121.5436363636363636",8725,"mogi das cruzes","SP"
"24.9450000000000000",72268,"brasilia","DF"
"147.4816666666666667",65065,"sao luis","MA"
"87.4900000000000000",64018,"teresina","PI"
"82.9950000000000000",79114,"campo grande","MS"
"144.5763636363636364",15800,"catanduva","SP"
"264.2300000000000000",76590,"sao miguel do araguaia","GO"
"129.3000000000000000",13422,"piracicaba","SP"
"84.1857142857142857",14805,"araraquara","SP"
"167.9153846153846154",6455,"barueri","SP"
"241.6633333333333333",8410,"sao paulo","SP"
"105.7100000000000000",6412,"barueri","SP"
"84.4000000000000000",4280,"sao paulo","SP"
"274.0633333333333333",79812,"dourados","MS"
"83.8612500000000000",5202,"sao paulo","SP"
"95.8100000000000000",15385,"ilha solteira","SP"
"75.3500000000000000",2757,"sao paulo","SP"
