date,product_category,store_id,promotion,day_of_week,holiday,competitor_price_index,daily_sales
2023-02-16,Home Goods,5,0,Thursday,0,0.9601852645149506,16.810563243010645
2023-02-17,Toys,4,0,Friday,0,0.9161764969460586,38.42466960565934
2023-02-18,Toys,1,0,Saturday,0,0.9519670916890605,49.63254310642714
2023-02-19,Home Goods,5,0,Sunday,0,1.0547255974757217,19.212859863798048
2023-02-20,Clothing,5,0,Monday,0,0.9563881549477844,27.218590066189684
2023-02-21,Electronics,1,0,Tuesday,0,0.9112514109302062,43.23011611301103
2023-02-22,Toys,3,0,Wednesday,0,1.0784110206420081,40.0284322544921
2023-02-23,Home Goods,1,0,Thursday,0,1.030700215882923,22.41622836691461
2023-02-24,Home Goods,3,0,Friday,0,0.9105240988187601,8.806495765374668
2023-02-25,Toys,3,1,Saturday,0,0.9018678377810208,61.486192424967214
2023-02-26,Electronics,2,0,Sunday,0,0.9835132962897626,45.63490701420818
2023-02-27,Clothing,2,0,Monday,0,1.0309165613618823,12.009350156982078
2023-02-28,Home Goods,3,0,Tuesday,0,0.9643858884410671,12.810148543825008
2023-03-01,Electronics,4,0,Wednesday,0,,39.2316159921119
2023-03-02,Clothing,4,0,Thursday,0,0.9284286961746497,26.421653438996003
2023-03-03,Electronics,4,0,Friday,0,0.9743180712603913,24.820680269160942
2023-03-04,Toys,3,1,Saturday,0,0.9564540385679321,22.09871407636332
2023-03-05,Home Goods,3,0,Sunday,0,1.0040795594567384,23.219980628300977
2023-03-06,Electronics,4,0,Monday,0,1.0407813764186151,35.23079684388177
2023-03-07,Electronics,2,0,Tuesday,0,1.0829753390087276,71.26326738610463
2023-03-08,Clothing,4,0,Wednesday,0,0.9622530823776714,20.01804527232637
2023-03-09,Toys,4,0,Thursday,0,1.0838823038634495,52.848361660302466
2023-03-10,Electronics,5,0,Friday,0,0.927971160261905,32.8304914586784
2023-03-11,Electronics,2,0,Saturday,0,0.9315726961836319,33.63169470985393
2023-03-12,Clothing,1,0,Sunday,0,0.9848519255284047,6.4061246234657165
2023-03-13,Toys,1,0,Monday,0,0.9040369832517873,27.226401682279487
2023-03-14,Home Goods,3,0,Tuesday,0,1.0975366679053615,7.2070871611535345
2023-03-15,Clothing,2,0,Wednesday,0,0.9671113089545653,23.223153738714643
2023-03-16,Clothing,1,0,Thursday,0,1.0933123835364138,12.012140210484874
2023-03-17,Home Goods,4,0,Friday,0,1.059463619362653,13.613944931658843
2023-03-18,Clothing,1,0,Saturday,0,0.9452116650092623,16.817455892559575
2023-03-19,Home Goods,3,1,Sunday,0,0.9864057605381363,16.33718039060412
2023-03-20,Home Goods,2,0,Monday,0,0.9965999745917121,68.07251513119391
2023-03-21,Clothing,5,0,Tuesday,0,1.003275209558015,27.22937812569908
2023-03-22,Toys,4,0,Wednesday,0,0.9685795594303525,48.05250036000852
2023-03-23,Toys,4,0,Thursday,0,0.9325335239050481,27.230122287394877
2023-03-24,Toys,3,0,Friday,0,1.0402595177928855,36.84125709676433
2023-03-25,Clothing,3,0,Saturday,0,0.9040534377594259,51.258101589511774
2023-03-26,Electronics,2,0,Sunday,0,1.0434500652872378,60.06890860604005
2023-03-27,Clothing,3,0,Monday,0,1.0991150898098383,20.023243141028985
2023-03-28,Home Goods,2,0,Tuesday,0,0.9361494827392032,20.023516750449996
2023-03-29,Home Goods,2,0,Wednesday,0,0.9447408710364497,26.431403279964897
2023-03-30,Clothing,5,0,Thursday,0,0.9797670533179195,0.0
2023-03-31,Electronics,1,0,Friday,0,1.0765042956344857,48.85938374679574
2023-04-01,Home Goods,5,0,Saturday,0,1.0183915733994007,25.23101014415792
2023-04-02,Home Goods,1,0,Sunday,0,1.0359628130210317,16.220156731446362
2023-04-03,Home Goods,4,0,Monday,0,0.9003272974582351,22.528303296178304
2023-04-04,Electronics,2,0,Tuesday,0,1.024511849405868,36.94692226340226
2023-04-05,Clothing,1,0,Wednesday,0,1.091165152882273,25.232389258126386
2023-04-06,Toys,1,0,Thursday,0,1.089497109476334,54.97131346257857
2023-04-07,Toys,3,0,Friday,0,1.0417083357582115,77.50159930466246
2023-04-08,Electronics,1,0,Saturday,0,1.0639757719211655,48.664459883066876
2023-04-09,Home Goods,4,0,Sunday,0,0.9970234529764066,11.715678207756948
2023-04-10,Home Goods,3,0,Monday,0,1.0410788354827238,4.5060916529630175
2023-04-11,Home Goods,1,0,Tuesday,0,1.0659321574242326,12.617229035210483
2023-04-12,Electronics,4,1,Wednesday,0,0.9291214655512148,20.548339495296634
2023-04-13,Toys,3,0,Thursday,0,0.9816523219768091,60.38410345422251
2023-04-14,Clothing,1,0,Friday,0,0.9529629971264797,34.24816844738156
2023-04-15,Electronics,1,0,Saturday,0,1.0382196718550947,81.11519155559346
2023-04-16,Home Goods,3,0,Sunday,0,0.9841280700344937,23.433597766650234
2023-04-17,Electronics,4,0,Monday,0,0.9193683861712594,86.52523560801664
2023-04-18,Electronics,1,0,Tuesday,0,0.9592134871805822,31.546089873937234
2023-04-19,Home Goods,1,0,Wednesday,0,1.0790609713170956,19.829241732672102
2023-04-20,Electronics,3,0,Thursday,0,0.9086957462473075,44.16573281209185
2023-04-21,Clothing,1,0,Friday,0,1.0166558200372817,16.224368443622996
2023-04-22,Clothing,2,0,Saturday,0,1.037747550537701,42.36420759554933
2023-04-23,Clothing,2,0,Sunday,0,1.037521651753314,33.35100212657151
2023-04-24,Electronics,5,0,Monday,0,1.039318271074353,180.27815056412618
2023-04-25,Electronics,2,0,Tuesday,0,1.0035969657240886,35.15471972829508
2023-04-26,Toys,2,0,Wednesday,0,0.963947780281276,38.76086165219057
2023-04-27,Home Goods,2,0,Thursday,0,0.951357453532811,30.64854196090562
2023-04-28,Home Goods,3,0,Friday,0,0.9143233766188991,27.94464069356623
2023-04-29,Clothing,2,1,Saturday,0,1.001421837348717,33.53402705477061
2023-04-30,Home Goods,5,0,Sunday,0,0.9606474740685866,9.014646581592249
2023-05-01,Clothing,4,0,Monday,0,1.0282189466157359,19.832493478704816
2023-05-02,Electronics,5,1,Tuesday,0,0.977351131050648,45.43506044877875
2023-05-03,Toys,2,0,Wednesday,0,0.9481539275512677,19.833035488217877
2023-05-04,Clothing,2,0,Thursday,0,0.9694318253533302,26.143904020788455
2023-05-05,Home Goods,3,0,Friday,0,1.0212814194310864,32.45494502052608
2023-05-06,Electronics,4,0,Saturday,0,0.9124431534514922,53.19077560388326
2023-05-07,Electronics,1,0,Sunday,0,1.0790622204312128,64.91166398732533
2023-05-08,Clothing,5,0,Monday,0,0.9892060864084342,17.12970095269723
2023-05-09,Toys,4,0,Tuesday,0,1.0899483302913688,19.834661605635347
2023-05-10,Clothing,2,0,Wednesday,0,0.990515933645785,14.425405555030451
2023-05-11,Clothing,1,0,Thursday,0,1.0648393287824511,38.76880718178562
2023-05-12,Home Goods,4,0,Friday,0,0.9754292299509281,12.622574818216759
2023-05-13,Electronics,1,0,Saturday,0,1.0915235124733673,46.884489973414226
2023-05-14,Toys,1,0,Sunday,0,0.9513934001074459,26.14747669793364
2023-05-15,Electronics,1,0,Monday,0,1.0734625004841638,37.86927681672306
2023-05-16,Home Goods,1,0,Tuesday,0,0.9685972272419369,27.04985306063498
2023-05-17,Home Goods,4,0,Wednesday,0,1.0798719740936318,21.640178148643365
2023-05-18,Home Goods,3,0,Thursday,0,0.9024066223224988,14.42698256854624
2023-05-19,Home Goods,2,0,Friday,0,0.9088172373227972,22.54246829274587
2023-05-20,Electronics,1,0,Saturday,0,0.9035222407935988,36.06844212215573
2023-05-21,Electronics,4,0,Sunday,0,1.0430311994337091,44.18444535374959
2023-05-22,Clothing,1,0,Monday,0,1.0124939590445048,47.79199190109689
2023-05-23,Toys,3,0,Tuesday,0,1.0208503159802564,27.052440542888256
2023-05-24,Clothing,3,0,Wednesday,0,1.0753962953375555,38.77569462489392
2023-05-25,Toys,1,0,Thursday,0,1.0536922791196162,39.677997141187866
2023-05-26,Electronics,1,0,Friday,0,0.932352973010392,21.642839631696337
2023-05-27,Clothing,1,0,Saturday,0,1.026261671204222,25.25032460094715
2023-05-28,Home Goods,4,0,Sunday,0,0.9267604259819975,12.625334818148302
2023-05-29,Clothing,3,0,Monday,0,,35.17105615635973
2023-05-30,Electronics,3,1,Tuesday,0,0.9954242315247652,75.75407916341966
2023-05-31,Toys,4,0,Wednesday,0,1.0401929882511323,32.466477562243504
2023-06-01,Toys,5,1,Thursday,0,0.9672811738498057,72.50945735419131
2023-06-02,Clothing,4,0,Friday,0,0.9605005875617544,34.27110734225478
2023-06-03,Electronics,1,0,Saturday,0,0.9463995836823859,7.215068556401628
2023-06-04,Home Goods,4,1,Sunday,0,1.0094311262481177,30.303702018911853
2023-06-05,Toys,4,0,Monday,0,1.0512336516281362,55.016401264949494
2023-06-06,Electronics,2,0,Tuesday,0,0.9884691103761383,40.586424374915275
2023-06-07,Clothing,2,0,Wednesday,0,0.9171276923256557,9.019328660397848
2023-06-08,Clothing,5,0,Thursday,0,1.072234366244462,41.489478766826885
2023-06-09,Home Goods,1,0,Friday,0,1.0807066480755911,9.921532668245124
2023-06-10,Toys,2,0,Saturday,0,0.9926194721913796,41.490612648061116
2023-06-11,Clothing,3,0,Sunday,0,0.9247592230066373,35.17730444373158
2023-06-12,Electronics,5,0,Monday,0,0.905501698974482,57.72764738822068
2023-06-13,Clothing,5,0,Tuesday,0,0.9293828994877968,32.472245369751434
2023-06-14,Electronics,2,0,Wednesday,0,0.9898020457048912,51.41509105867885
2023-06-15,Electronics,3,0,Thursday,0,1.068309963301021,61.338139762980624
2023-06-16,Home Goods,3,0,Friday,0,0.9928650160315465,16.23678827388134
2023-06-17,Home Goods,2,0,Saturday,0,1.0970539600846065,5.412336714315525
2023-06-18,Home Goods,5,0,Sunday,0,0.9112954371760703,31.572395584806927
2023-06-19,Home Goods,1,0,Monday,0,0.9628258889215153,18.943696205201064
2023-06-20,Clothing,3,0,Tuesday,0,0.921907174708337,7.216744785925756
2023-06-21,Electronics,4,0,Wednesday,0,1.0059226202996145,35.18211157397178
2023-06-22,Electronics,4,0,Thursday,0,1.0107902361126164,44.20376984187455
2023-06-23,Toys,2,0,Friday,0,0.9005252091989181,18.04260157889577
2023-06-24,Home Goods,5,0,Saturday,0,1.0695055884664968,31.574984216406065
2023-06-25,Clothing,5,0,Sunday,0,1.096102823850064,32.47757040922989
2023-06-26,Toys,1,0,Monday,0,1.0790293421252783,36.086682446594274
2023-06-27,Home Goods,2,0,Tuesday,0,1.052390733411665,3.608717555633783
2023-06-28,Home Goods,2,0,Wednesday,0,1.002873663868712,24.35917635415318
2023-06-29,Toys,4,0,Thursday,0,0.9010136936322438,69.46971145737596
2023-06-30,Home Goods,2,0,Friday,0,1.0897340237713466,31.577573060248007
2023-07-01,Clothing,4,0,Saturday,0,1.091438929885423,21.052003036571733
2023-07-02,Electronics,2,0,Sunday,0,0.9717885282519647,78.19422261328079
2023-07-03,Toys,2,0,Monday,0,1.0599271545437818,270.6760076722754
2023-07-04,Toys,1,0,Tuesday,0,1.0524906649095582,31.07804035860256
2023-07-05,Clothing,5,0,Wednesday,0,0.9026404782364172,42.10630745634501
2023-07-06,Clothing,5,0,Thursday,0,1.0746810152249575,22.055986239990578
2023-07-07,Clothing,3,0,Friday,0,0.9992837001793542,0.0
2023-07-08,Clothing,3,0,Saturday,0,0.9556877415132866,19.048872332134383
2023-07-09,Clothing,2,0,Sunday,0,,25.06464819365415
2023-07-10,Toys,2,0,Monday,0,0.9233582828794227,17.044193670431824
2023-07-11,Electronics,2,0,Tuesday,0,0.9806565721175002,17.044426572361292
2023-07-12,Electronics,2,0,Wednesday,0,0.9439232617210339,44.11558923581317
2023-07-13,Toys,2,0,Thursday,0,1.0660276090117191,43.1135513287068
2023-07-14,Electronics,4,0,Friday,0,0.9832843293075604,71.18846447672883
2023-07-15,Clothing,4,0,Saturday,0,1.0828594131421696,4.010672520448164
2023-07-16,Toys,4,0,Sunday,0,0.9275254161530755,37.09922775297909
2023-07-17,Electronics,2,0,Monday,0,0.9807132160141535,20.05391064796744
2023-07-18,Toys,1,0,Tuesday,0,0.9556448192345289,48.13004322347372
2023-07-19,Home Goods,4,0,Wednesday,0,1.0235543603053796,22.05990457953899
2023-07-20,Toys,5,0,Thursday,0,0.9658120751822861,20.054732744640773
2023-07-21,Clothing,3,0,Friday,0,1.0529204949666027,8.022002713741733
2023-07-22,Electronics,2,0,Saturday,0,0.9796798132428999,90.24876372515637
2023-07-23,Clothing,5,0,Sunday,0,1.083893133452675,33.09166554377543
2023-07-24,Clothing,1,0,Monday,0,1.065993930705968,54.150738100100206
2023-07-25,Toys,5,0,Tuesday,0,1.0210781940605371,50.14025745163866
2023-07-26,Home Goods,3,0,Wednesday,0,0.9940895207202881,47.13248604186792
2023-07-27,Toys,3,0,Thursday,0,0.9802847436687643,13.036823215828683
2023-07-28,Clothing,2,0,Friday,0,0.9272627175499426,52.14800543472523
2023-07-29,Clothing,4,0,Saturday,0,1.0496166241361702,21.06005919871783
2023-07-30,Home Goods,5,0,Sunday,0,0.9083085468104907,15.043104982718464
2023-07-31,Electronics,2,0,Monday,0,0.9170918193542139,69.19922848671473
2023-08-01,Toys,5,0,Tuesday,0,0.9358735862343057,26.075427908869244
2023-08-02,Home Goods,3,0,Wednesday,0,1.0937810692227927,13.037892109458825
2023-08-03,Home Goods,3,0,Thursday,0,0.9779639142873228,22.064426605552594
2023-08-04,Toys,2,0,Friday,0,1.0685134757580508,48.14122496053111
2023-08-05,Electronics,1,0,Saturday,0,0.9201563368480455,62.183265271273804
2023-08-06,Toys,2,0,Sunday,0,1.0868055669683099,37.10987506879264
2023-08-07,Toys,3,0,Monday,0,1.0865418125377855,61.18198139899235
2023-08-08,Home Goods,5,0,Tuesday,0,1.0289265725248058,20.05994013958142
2023-08-09,Clothing,1,0,Wednesday,0,0.959323675974484,36.10838565081342
2023-08-10,Clothing,2,0,Thursday,0,1.0916192277098729,26.078634874588378
2023-08-11,Clothing,3,0,Friday,0,0.9407842685529886,30.0911437251446
2023-08-12,Electronics,4,0,Saturday,0,1.0606366856582625,30.091554908305802
2023-08-13,Home Goods,1,0,Sunday,0,0.9851141605638132,42.128752535919915
2023-08-14,Electronics,5,0,Monday,0,1.097339483691183,33.10161502063266
2023-08-15,Electronics,2,0,Tuesday,0,1.085575071132521,35.10825324008521
2023-08-16,Clothing,5,0,Wednesday,0,1.0941283789132221,28.086986383995345
2023-08-17,Home Goods,2,0,Thursday,0,0.9497078172272998,19.059286908648954
2023-08-18,Home Goods,3,1,Friday,0,0.9661486532286654,25.278978585224554
2023-08-19,Home Goods,5,0,Saturday,0,1.0389796922523225,25.078694456467243
2023-08-20,Electronics,5,0,Sunday,0,0.937645672404794,61.192850637608906
2023-08-21,Home Goods,5,0,Monday,0,0.9602575468693664,1.0031751936535016
2023-08-22,Toys,5,0,Tuesday,0,0.940735803153053,56.17857849138491
2023-08-23,Home Goods,4,0,Wednesday,0,0.9077883487433022,0.0
2023-08-24,Clothing,5,0,Thursday,0,1.099979038510742,32.10292218081795
2023-08-25,Clothing,1,0,Friday,0,0.9558743090774888,23.074290613890287
2023-08-26,Clothing,4,0,Saturday,0,0.9726524311447662,45.145968093833616
2023-08-27,Home Goods,3,0,Sunday,0,1.0708420429406085,4.0130297773339665
2023-08-28,Clothing,1,1,Monday,0,0.9023830774813982,22.874582298335902
2023-08-29,Home Goods,4,0,Tuesday,0,0.9822957365038589,24.078836705409792
2023-08-30,Home Goods,4,0,Wednesday,0,0.966910832171742,26.085762877261427
2023-08-31,Clothing,4,0,Thursday,0,1.0479831688588803,29.0960561741329
2023-09-01,Home Goods,5,0,Friday,0,1.0246589025587083,21.06984582608383
2023-09-02,Home Goods,4,0,Saturday,0,0.9532667044727575,11.036736719329678
2023-09-03,Electronics,5,0,Sunday,0,0.9087412521630394,50.16767059917755
2023-09-04,Home Goods,3,1,Monday,0,0.9765920202876002,4.816162187506575
2023-09-05,Clothing,5,0,Tuesday,0,0.9390492921840121,53.17918414890474
2023-09-06,Electronics,5,0,Wednesday,0,1.0039021596997475,16.054312700584827
2023-09-07,Toys,5,1,Thursday,0,1.0436506010600752,37.326787077155814
2023-09-08,Toys,3,0,Friday,0,0.988520118048523,39.133456671087075
2023-09-09,Home Goods,5,0,Saturday,0,1.0422024582827332,6.020614063654341
2023-09-10,Toys,5,0,Sunday,0,1.090735217355442,4.013797555253988
2023-09-11,Toys,1,0,Monday,0,0.9604543229286655,24.083114412927202
2023-09-12,Electronics,4,0,Tuesday,0,0.9245789822601831,86.2990058707976
2023-09-13,Home Goods,1,0,Wednesday,0,0.9155001019536234,17.059338917367068
2023-09-14,Toys,4,0,Thursday,0,1.0901480734101623,21.07358897360311
2023-09-15,Electronics,3,0,Friday,0,0.986979843377228,57.20052311083276
2023-09-16,Toys,3,0,Saturday,0,0.9691194733472607,26.091823211345915
2023-09-17,Clothing,3,0,Sunday,0,0.9250235137436243,27.095725120253622
2023-09-18,Toys,4,0,Monday,0,1.082739241561664,22.078299932940993
2023-09-19,Electronics,2,0,Tuesday,0,1.0653352767292728,68.24295047378565
2023-09-20,Electronics,4,0,Wednesday,0,1.0635929324432214,23.08248983342174
2023-09-21,Electronics,3,0,Thursday,0,1.0912942978322953,81.2916184757355
2023-09-22,Electronics,2,0,Friday,0,0.9400715525150947,61.22045045478941
2023-09-23,Toys,3,0,Saturday,0,0.9343514387037275,9.032648902699322
2023-09-24,Toys,2,0,Sunday,0,1.0354962479179628,56.2039167209275
2023-09-25,Home Goods,2,0,Monday,0,0.9764817181414012,20.073101687300866
2023-09-26,Clothing,4,0,Tuesday,0,0.9420632824148911,36.13207676043331
2023-09-27,Electronics,3,0,Wednesday,0,0.9308411503508762,37.13625300409579
2023-09-28,Home Goods,4,0,Thursday,0,1.0232846764938581,18.066532113628238
2023-09-29,Clothing,3,0,Friday,0,0.9332517498519461,14.051939210862031
2023-09-30,Electronics,3,0,Saturday,0,0.9311579439061934,61.227143194029324
2023-10-01,Electronics,4,0,Sunday,0,0.9390893244982244,103.58569703719644
2023-10-02,Toys,4,0,Monday,0,0.9119550130283657,14.454015696745627
2023-10-03,Electronics,3,0,Tuesday,0,0.9805194950602464,48.18071068317791
2023-10-04,Home Goods,2,0,Wednesday,0,0.9615984455191913,14.454410715859993
2023-10-05,Home Goods,1,0,Thursday,0,1.0314344741444699,15.659158915254308
2023-10-06,Electronics,1,0,Friday,0,0.9767220827252622,60.22835727404157
2023-10-07,Home Goods,2,0,Saturday,0,1.0778977224754054,0.0
2023-10-08,Toys,4,0,Sunday,0,0.9973548400943615,60.23000327698284
2023-10-09,Electronics,3,1,Monday,0,0.9684900924880092,46.25727459480766
2023-10-10,Electronics,3,0,Tuesday,0,1.0218786096392838,97.57527190635149
2023-10-11,Toys,3,0,Wednesday,0,1.0999651272024031,36.13948341944432
2023-10-12,Toys,1,0,Thursday,0,1.074642386017143,25.29798407548409
2023-10-13,Toys,5,0,Friday,0,0.9755181893561196,30.117059240572335
2023-10-14,Electronics,3,1,Saturday,0,1.0549290462327452,108.4228948002904
2023-10-15,Electronics,3,0,Sunday,0,1.0495405920095284,73.48763286267402
2023-10-16,Electronics,5,0,Monday,0,1.0596376722516818,25.299366850213012
2023-10-17,Clothing,3,0,Tuesday,0,0.9327742429482461,50.59942511140945
2023-10-18,Electronics,5,1,Wednesday,0,0.9781215017961523,27.468634688713546
2023-10-19,Clothing,2,0,Thursday,0,1.0719858065598507,25.300403980859997
2023-10-20,Toys,3,0,Friday,0,1.060631688218822,15.662368862228947
2023-10-21,Home Goods,5,1,Saturday,0,1.0222450949500832,36.14442203558782
2023-10-22,Electronics,1,0,Sunday,0,0.9640637797141799,44.57872965232706
2023-10-23,Home Goods,1,0,Monday,0,1.0285350296544156,8.433928962619897
2023-10-24,Clothing,1,0,Tuesday,0,1.0761602391377842,22.892405709618306
2023-10-25,Electronics,3,0,Wednesday,0,1.0957466536055165,73.49767526438164
2023-10-26,Home Goods,2,0,Thursday,0,1.0359285655319306,8.434274705904835
2023-10-27,Clothing,2,0,Friday,0,1.081899311770934,30.1228212743433
2023-10-28,Home Goods,1,0,Saturday,0,1.0608445208560644,32.53309152159446
2023-10-29,Electronics,1,0,Sunday,0,1.0289407764872558,56.63245168258209
2023-10-30,Home Goods,4,0,Monday,0,1.0905892871769918,25.30420715699763
2023-10-31,Electronics,5,0,Tuesday,0,0.9350304773847744,133.7526369084737
2023-11-01,Toys,4,0,Wednesday,0,1.0386362398983373,60.249758821398856
2023-11-02,Home Goods,1,0,Thursday,0,1.0077517881503424,14.460139706325577
2023-11-03,Toys,4,0,Friday,0,0.9636440631718355,44.586040002830856
2023-11-04,Toys,5,0,Saturday,0,1.0046017128923683,93.99347680323415
2023-11-05,Clothing,5,0,Sunday,0,1.002115599547048,12.050610408412624
2023-11-06,Toys,4,0,Monday,0,0.9820391180864168,63.86910789787598
2023-11-07,Clothing,4,0,Tuesday,0,0.9853186969890944,33.7426312831422
2023-11-08,Toys,2,0,Wednesday,0,1.0147821354383078,6.025552207568955
2023-11-09,Toys,5,0,Thursday,0,1.030584720007028,74.71786834898907
2023-11-10,Toys,4,0,Friday,0,0.9983852321979357,57.84688206818656
2023-11-11,Home Goods,5,0,Saturday,0,0.9361223076309273,26.51351657265227
2023-11-12,Toys,2,0,Sunday,0,0.9729590274489439,44.59152355241404
2023-11-13,Electronics,1,0,Monday,0,0.9819517671925341,50.61809677967171
2023-11-14,Home Goods,4,0,Tuesday,0,1.0330262886555872,16.872929485081233
2023-11-15,Electronics,2,0,Wednesday,0,0.9946512692462759,61.46651159889582
2023-11-16,Home Goods,4,0,Thursday,0,0.984832981822924,0.0
2023-11-17,Toys,4,0,Friday,0,1.0731035261109627,61.468191439812294
2023-11-18,Toys,1,0,Saturday,0,1.0258786656193544,43.38990450175506
2023-11-19,Home Goods,1,0,Sunday,0,0.9274165853018225,0.0
2023-11-20,Toys,2,0,Monday,0,1.0032368386932007,26.516777418036646
2023-11-21,Home Goods,1,0,Tuesday,0,0.9703067035831231,24.106490689950387
2023-11-22,Toys,3,0,Wednesday,0,1.057152508266195,32.54420712862486
2023-11-23,Home Goods,5,0,Thursday,0,1.0251524764257551,20.491077079340233
2023-11-24,Clothing,1,0,Friday,0,0.9025822787816833,28.928974703323064
2023-11-25,Home Goods,3,0,Saturday,0,0.97033522242753,34.95632209048704
2023-11-26,Toys,1,0,Sunday,0,0.9037065554843055,40.98383419471889
2023-11-27,Clothing,2,1,Monday,0,0.9868151693076948,10.125556219561942
2023-11-28,Electronics,3,0,Tuesday,0,0.9819074468107518,60.271991554421355
2023-11-29,Home Goods,3,0,Wednesday,0,1.0400793681652873,31.341863876187077
2023-11-30,Toys,2,0,Thursday,0,1.0088455433586203,112.10896807473947
2023-12-01,Electronics,3,0,Friday,0,1.082514200442238,49.42505913885756
2023-12-02,Electronics,4,0,Saturday,0,1.018084506479851,56.6587688308964
2023-12-03,Electronics,1,1,Sunday,0,1.080684659722262,26.039279359047466
2023-12-04,Clothing,4,0,Monday,0,0.9387151359333281,31.344005303410142
2023-12-05,Home Goods,4,0,Tuesday,0,1.002494726460855,33.75554388382825
2023-12-06,Home Goods,5,0,Wednesday,0,,21.700289018261316
2023-12-07,Electronics,3,1,Thursday,0,0.950717633360774,102.71610490745131
2023-12-08,Home Goods,2,0,Friday,0,0.959021537755727,28.934509431261425
2023-12-09,Home Goods,2,0,Saturday,0,,12.05621033728686
2023-12-10,Toys,3,0,Sunday,0,0.9654897958150762,50.63677533795683
2023-12-11,Electronics,5,0,Monday,0,1.0438730478624216,45.81485133840522
2023-12-12,Clothing,4,0,Tuesday,0,0.9785200099789094,66.3118751546762
2023-12-13,Clothing,3,0,Wednesday,0,0.9468410421520089,4.822747729404031
2023-12-14,Electronics,3,1,Thursday,0,0.9159074499030941,49.192699028831136
2023-12-15,Clothing,4,0,Friday,0,1.0802771827316289,20.49723801121931
2023-12-16,Electronics,2,0,Saturday,0,0.9736559746380362,32.5548816844016
2023-12-17,Electronics,1,0,Sunday,0,1.036599561264051,68.72791157079291
